Gen;	BestValidFit;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
35000;	0.179355;	30 0.144997 0.221738;	49 0.153368 0.208998;	35 0.160209 0.208998;	35 0.163725 0.208998;	
37500;	0.179355;	28 0.144997 0.221738;	51 0.145723 0.205089;	36 0.153136 0.208998;	49 0.153368 0.208998;	
40000;	0.179355;	40 0.141177 0.200583;	28 0.144997 0.221738;	49 0.145566 0.214543;	51 0.145723 0.205089;	
42500;	0.162478;	31 0.140358 0.162478;	36 0.141177 0.200583;	28 0.144997 0.221738;	49 0.145028 0.208998;	
45000;	0.162478;	39 0.136553 0.190533;	44 0.137888 0.208998;	41 0.14022 0.214543;	31 0.140358 0.162478;	
47500;	0.161024;	38 0.130937 0.161024;	39 0.136553 0.190533;	44 0.137888 0.208998;	32 0.14022 0.214543;	
50000;	0.161024;	38 0.130937 0.161024;	43 0.136474 0.214543;	37 0.136553 0.208998;	49 0.136978 0.214543;	
52500;	0.152492;	39 0.12525 0.152492;	38 0.130937 0.161024;	40 0.134794 0.208998;	43 0.136474 0.214543;	
55000;	0.151516;	41 0.125028 0.151516;	37 0.12525 0.152492;	34 0.130937 0.214543;	40 0.134794 0.208998;	
57500;	0.151516;	41 0.125028 0.151516;	37 0.12525 0.152492;	34 0.130937 0.214543;	40 0.134794 0.208998;	
60000;	0.151516;	41 0.125028 0.151516;	32 0.12525 0.214543;	46 0.128113 0.214543;	48 0.130899 0.208998;	
62500;	0.151516;	41 0.125028 0.151516;	32 0.12525 0.214543;	40 0.126066 0.208998;	46 0.128113 0.214543;	
65000;	0.147607;	50 0.124736 0.147607;	38 0.125028 0.151516;	32 0.12525 0.214543;	40 0.126066 0.208998;	
67500;	0.147607;	39 0.124736 0.147607;	34 0.125028 0.208998;	32 0.12525 0.214543;	39 0.12525 0.208998;	
70000;	0.147607;	39 0.124736 0.147607;	44 0.124865 0.208998;	34 0.125028 0.208998;	32 0.12525 0.214543;	
72500;	0.147607;	39 0.124736 0.147607;	37 0.124865 0.214543;	34 0.125028 0.208998;	32 0.12525 0.214543;	
75000;	0.147222;	40 0.124693 0.147222;	38 0.124736 0.208998;	48 0.124777 0.208998;	37 0.124865 0.214543;	
77500;	0.147128;	50 0.124263 0.147128;	41 0.124661 0.208998;	40 0.124693 0.147222;	44 0.124731 0.214543;	
80000;	0.147128;	50 0.124263 0.147128;	51 0.124629 0.214543;	56 0.124648 0.214543;	41 0.124653 0.208998;	
82500;	0.147128;	50 0.124263 0.147128;	49 0.12462 0.208998;	51 0.124629 0.214543;	56 0.124648 0.214543;	
85000;	0.147128;	48 0.123077 0.152196;	45 0.123744 0.208998;	50 0.124263 0.147128;	54 0.124512 0.208998;	
87500;	0.147128;	48 0.123077 0.152196;	52 0.123491 0.208998;	45 0.123744 0.208998;	50 0.124263 0.147128;	
90000;	0.147128;	48 0.123077 0.152196;	52 0.123491 0.208998;	45 0.123744 0.208998;	50 0.124263 0.147128;	
92500;	0.143635;	51 0.122876 0.143635;	48 0.123077 0.152196;	50 0.123364 0.208998;	52 0.123491 0.208998;	
95000;	0.143635;	49 0.122876 0.143635;	48 0.123077 0.152196;	56 0.1231 0.147222;	50 0.123364 0.208998;	
97500;	0.138411;	52 0.122067 0.138411;	49 0.122876 0.143635;	48 0.123077 0.152196;	56 0.1231 0.147222;	
100000;	0.138411;	46 0.120691 0.138612;	52 0.122067 0.138411;	49 0.122876 0.143635;	48 0.123077 0.152196;	
102500;	0.138411;	46 0.120691 0.138612;	50 0.121798 0.152196;	52 0.122067 0.138411;	49 0.122876 0.143635;	
105000;	0.138411;	46 0.120691 0.138612;	44 0.121798 0.143635;	49 0.12188 0.208998;	52 0.122067 0.138411;	
107500;	0.105551;	42 0.117541 0.105551;	46 0.120691 0.138612;	44 0.121798 0.143635;	49 0.12188 0.208998;	
110000;	0.105551;	42 0.117541 0.105551;	44 0.117701 0.143635;	46 0.118141 0.208998;	43 0.120691 0.143635;	
112500;	0.105551;	40 0.117541 0.105551;	42 0.117701 0.143635;	46 0.118104 0.208998;	46 0.118141 0.208998;	
115000;	0.105551;	39 0.117541 0.105551;	42 0.117701 0.143635;	46 0.118104 0.208998;	43 0.118141 0.208998;	
117500;	0.105551;	36 0.117541 0.105551;	37 0.117701 0.208998;	44 0.117944 0.208998;	44 0.118104 0.208998;	
120000;	0.105551;	36 0.117541 0.105551;	35 0.117701 0.208998;	44 0.117944 0.208998;	40 0.118104 0.208998;	
122500;	0.105551;	34 0.117541 0.105551;	35 0.117701 0.208998;	41 0.117944 0.208998;	38 0.118104 0.208998;	
125000;	0.105551;	34 0.117541 0.105551;	35 0.117701 0.208998;	39 0.117944 0.208998;	38 0.118104 0.208998;	
127500;	0.105551;	34 0.117541 0.105551;	35 0.117701 0.208998;	39 0.117944 0.208998;	38 0.118104 0.208998;	
130000;	0.105551;	31 0.117541 0.105551;	34 0.117701 0.208998;	38 0.117944 0.208998;	38 0.118104 0.208998;	
132500;	0.105551;	31 0.117541 0.105551;	31 0.117701 0.208998;	37 0.117944 0.208998;	35 0.118104 0.208998;	
135000;	0.105551;	30 0.117541 0.105551;	31 0.117701 0.208998;	37 0.117944 0.208998;	34 0.118104 0.208998;	
137500;	0.105551;	28 0.117541 0.105551;	30 0.117701 0.208998;	37 0.117944 0.208998;	34 0.118104 0.208998;	
140000;	0.105551;	28 0.117541 0.105551;	27 0.117701 0.208998;	35 0.117944 0.208998;	33 0.118104 0.208998;	
142500;	0.104393;	33 0.116909 0.104393;	26 0.117541 0.105551;	27 0.117701 0.208998;	34 0.117944 0.208998;	
145000;	0.104393;	32 0.116735 0.104762;	32 0.116909 0.208998;	46 0.117422 0.208998;	26 0.117541 0.105551;	
147500;	0.104393;	31 0.116735 0.104762;	31 0.116909 0.105551;	33 0.117422 0.105551;	26 0.117541 0.105551;	
150000;	0.104393;	30 0.116735 0.104762;	30 0.116909 0.105551;	33 0.117422 0.105551;	26 0.117541 0.105551;	
152500;	0.104393;	29 0.116735 0.104762;	30 0.116909 0.105551;	38 0.117154 0.105551;	32 0.117422 0.105551;	
155000;	0.104393;	28 0.116735 0.104762;	30 0.116909 0.105551;	38 0.117154 0.105551;	30 0.117422 0.105551;	
157500;	0.0930007;	36 0.11565 0.0930007;	40 0.116411 0.0952684;	26 0.116735 0.104762;	29 0.116909 0.105551;	
160000;	0.0930007;	34 0.11565 0.0930007;	30 0.116411 0.105551;	26 0.116735 0.104762;	39 0.11684 0.105551;	
162500;	0.0930007;	32 0.11565 0.0930007;	30 0.116411 0.105551;	44 0.116512 0.104762;	43 0.116541 0.105551;	
165000;	0.0930007;	50 0.114525 0.114712;	32 0.11565 0.0930007;	47 0.116351 0.105551;	30 0.116411 0.105551;	
167500;	0.0930007;	39 0.114525 0.114712;	32 0.11565 0.0930007;	47 0.116351 0.105551;	45 0.116399 0.105551;	
170000;	0.0930007;	37 0.114525 0.114712;	51 0.115225 0.105551;	32 0.11565 0.0930007;	44 0.115654 0.105551;	
172500;	0.0930007;	37 0.114525 0.114712;	51 0.115225 0.105551;	41 0.115616 0.105551;	32 0.11565 0.0930007;	
175000;	0.0930007;	33 0.114525 0.114712;	45 0.115195 0.105551;	45 0.115225 0.0930007;	49 0.115362 0.105551;	
177500;	0.0930007;	33 0.114525 0.114712;	45 0.115195 0.105551;	45 0.115225 0.0930007;	49 0.115228 0.0930007;	
180000;	0.0930007;	33 0.114525 0.114712;	45 0.115195 0.105551;	48 0.115219 0.0930007;	45 0.115225 0.0930007;	
182500;	0.0930007;	39 0.11317 0.112288;	27 0.114525 0.114712;	44 0.114759 0.0930007;	56 0.114903 0.0930007;	
185000;	0.0930007;	35 0.11317 0.112288;	27 0.114525 0.114712;	49 0.114709 0.0930007;	44 0.114759 0.0930007;	
187500;	0.0930007;	34 0.11317 0.112288;	27 0.114525 0.114712;	44 0.114541 0.0930007;	49 0.114709 0.0930007;	
190000;	0.0930007;	31 0.11317 0.112288;	58 0.114123 0.0930007;	55 0.114187 0.0930007;	47 0.114221 0.114712;	
192500;	0.0930007;	30 0.11317 0.112288;	42 0.113798 0.114712;	53 0.113908 0.114712;	58 0.114123 0.0930007;	
195000;	0.0930007;	45 0.11273 0.111197;	52 0.112968 0.114712;	30 0.11317 0.112288;	42 0.113798 0.114712;	
197500;	0.0930007;	59 0.112609 0.110393;	49 0.112653 0.114712;	44 0.112718 0.114712;	45 0.11273 0.111197;	
200000;	0.0930007;	53 0.112609 0.110393;	48 0.112653 0.111197;	44 0.112718 0.114712;	54 0.112721 0.112288;	
202500;	0.0930007;	51 0.112609 0.110393;	48 0.112653 0.111197;	44 0.112718 0.114712;	57 0.112721 0.112288;	
205000;	0.0930007;	52 0.112477 0.110808;	48 0.112609 0.110393;	53 0.11262 0.112288;	51 0.11263 0.114712;	
207500;	0.0930007;	52 0.112477 0.110808;	48 0.112609 0.110393;	53 0.11262 0.112288;	50 0.11263 0.114712;	
210000;	0.0930007;	52 0.112477 0.110808;	48 0.112609 0.110393;	53 0.11262 0.112288;	50 0.11263 0.114712;	
212500;	0.0930007;	52 0.112301 0.106786;	54 0.112347 0.11139;	53 0.112413 0.10964;	51 0.112477 0.110808;	
215000;	0.0930007;	52 0.112301 0.106786;	54 0.112347 0.11139;	53 0.112413 0.10964;	53 0.112426 0.114712;	
217500;	0.0930007;	51 0.112301 0.106786;	55 0.112346 0.114712;	54 0.112347 0.11139;	53 0.112413 0.10964;	
220000;	0.0930007;	51 0.112301 0.106786;	55 0.112346 0.114712;	54 0.112347 0.11139;	53 0.112413 0.10964;	
222500;	0.0930007;	50 0.112301 0.106786;	54 0.112332 0.10964;	55 0.112346 0.114712;	54 0.112347 0.11139;	
225000;	0.0930007;	46 0.112301 0.106786;	54 0.112332 0.10964;	52 0.112346 0.10964;	54 0.112347 0.11139;	
227500;	0.0930007;	46 0.112301 0.106786;	51 0.112332 0.11139;	52 0.112346 0.10964;	54 0.112347 0.11139;	
230000;	0.0930007;	44 0.112301 0.106786;	50 0.112332 0.11139;	51 0.112346 0.11139;	54 0.112347 0.11139;	
232500;	0.0930007;	42 0.112301 0.106786;	50 0.112332 0.11139;	51 0.112346 0.11139;	54 0.112347 0.11139;	
235000;	0.0930007;	41 0.112301 0.106786;	46 0.112332 0.11139;	47 0.112346 0.11139;	54 0.112347 0.11139;	
237500;	0.0930007;	53 0.112091 0.112285;	57 0.112247 0.111441;	39 0.112301 0.106786;	45 0.112332 0.11139;	
240000;	0.0930007;	45 0.112091 0.112285;	57 0.112247 0.111441;	39 0.112301 0.106786;	45 0.112332 0.11139;	
242500;	0.0930007;	45 0.112091 0.112285;	57 0.112247 0.111441;	39 0.112301 0.106786;	45 0.112332 0.11139;	
245000;	0.0930007;	58 0.111622 0.109691;	43 0.112091 0.112285;	57 0.112247 0.111441;	43 0.112293 0.11139;	
247500;	0.0930007;	58 0.111622 0.109691;	43 0.112091 0.112285;	57 0.112247 0.111441;	43 0.112293 0.11139;	
250000;	0.0930007;	58 0.111622 0.109691;	54 0.111901 0.11139;	43 0.112091 0.112285;	57 0.112247 0.111441;	
Best: Len=36; Trn=0.11565; Val=0.0930007; Tst=0.0863304;

2500;	0.205891;	20 0.204905 0.217273;	14 0.205415 0.207655;	13 0.205579 0.265376;	20 0.206182 0.112285;	
5000;	0.202293;	20 0.199931 0.202293;	25 0.203377 0.112285;	20 0.204669 0.213368;	20 0.204905 0.217273;	
7500;	0.202293;	20 0.199931 0.202293;	22 0.202218 0.112285;	31 0.203338 0.207655;	22 0.203377 0.265376;	
10000;	0.202293;	20 0.199931 0.202293;	28 0.201362 0.112285;	22 0.202218 0.112285;	18 0.203053 0.213368;	
12500;	0.196294;	40 0.196637 0.196294;	20 0.199931 0.202293;	33 0.200387 0.217273;	28 0.201362 0.112285;	
15000;	0.196294;	28 0.194114 0.197323;	40 0.196637 0.196294;	36 0.196861 0.213368;	20 0.199931 0.202293;	
17500;	0.196294;	28 0.194114 0.197323;	40 0.196637 0.196294;	36 0.196861 0.213368;	51 0.198001 0.207655;	
20000;	0.196294;	28 0.194114 0.197323;	40 0.196637 0.196294;	36 0.196861 0.213368;	51 0.198001 0.207655;	
22500;	0.196294;	28 0.194114 0.197323;	39 0.195588 0.202293;	40 0.196637 0.196294;	36 0.196861 0.213368;	
25000;	0.196294;	28 0.194114 0.197323;	39 0.195588 0.202293;	40 0.196637 0.196294;	36 0.196861 0.213368;	
27500;	0.176539;	32 0.18671 0.176539;	38 0.191181 0.196935;	28 0.194114 0.197323;	33 0.195271 0.196294;	
30000;	0.176539;	34 0.175876 0.746838;	35 0.180032 0.187302;	38 0.18325 0.217273;	32 0.18671 0.176539;	
32500;	0.176539;	35 0.171026 0.584804;	39 0.171805 0.766624;	34 0.175876 0.746838;	38 0.176036 0.176539;	
35000;	0.176539;	39 0.170977 0.561687;	35 0.171026 0.584804;	39 0.171805 0.766624;	39 0.172252 0.217273;	
37500;	0.176539;	38 0.170826 0.491082;	39 0.170977 0.561687;	35 0.171026 0.584804;	39 0.17106 0.746838;	
40000;	0.176539;	37 0.168539 0.225241;	38 0.169506 0.746838;	38 0.170826 0.491082;	39 0.170977 0.561687;	
42500;	0.176539;	37 0.168539 0.225241;	44 0.169269 0.112285;	38 0.169506 0.746838;	38 0.170826 0.491082;	
45000;	0.176539;	49 0.14623 0.351679;	46 0.161388 0.491082;	37 0.168539 0.225241;	44 0.169269 0.112285;	
47500;	0.176539;	49 0.14623 0.351679;	45 0.152861 0.225241;	40 0.15435 0.746838;	39 0.154518 0.746838;	
50000;	0.176539;	49 0.14623 0.351679;	42 0.146684 0.746838;	50 0.146686 0.225241;	45 0.152861 0.225241;	
52500;	0.176539;	47 0.14623 0.351679;	53 0.146642 0.746838;	42 0.146684 0.746838;	50 0.146686 0.225241;	
55000;	0.176539;	50 0.143342 0.335039;	45 0.14623 0.225241;	46 0.146315 0.225241;	53 0.146642 0.746838;	
57500;	0.176539;	44 0.143342 0.335039;	43 0.144895 0.225241;	49 0.145581 0.225241;	52 0.145686 0.746838;	
60000;	0.176539;	42 0.143342 0.335039;	47 0.143817 0.746838;	53 0.144634 0.225241;	43 0.144895 0.225241;	
62500;	0.176539;	42 0.141127 0.426434;	37 0.143342 0.225241;	51 0.143403 0.225241;	53 0.143811 0.746838;	
65000;	0.176539;	51 0.132657 0.316293;	42 0.14047 0.397819;	46 0.141023 0.225241;	32 0.141057 0.225241;	
67500;	0.176539;	51 0.132657 0.316293;	43 0.139231 0.426434;	44 0.14024 0.225241;	51 0.140438 0.225241;	
70000;	0.176539;	51 0.132657 0.316293;	52 0.137186 0.225241;	53 0.138158 0.225241;	54 0.138166 0.225241;	
72500;	0.176539;	51 0.132657 0.316293;	52 0.137186 0.225241;	50 0.138158 0.225241;	54 0.138166 0.225241;	
75000;	0.176539;	50 0.132657 0.316293;	51 0.137078 0.225241;	52 0.137186 0.225241;	53 0.137912 0.426434;	
77500;	0.176539;	50 0.132657 0.316293;	52 0.136299 0.225241;	57 0.13656 0.426434;	51 0.137078 0.225241;	
80000;	0.171627;	47 0.130395 0.207346;	55 0.131915 0.171627;	56 0.132051 0.225241;	57 0.13238 0.225241;	
82500;	0.171627;	61 0.127681 0.335702;	54 0.128124 0.211901;	51 0.12984 0.426434;	47 0.130395 0.207346;	
85000;	0.171627;	61 0.127681 0.335702;	50 0.128124 0.316293;	61 0.128856 0.225241;	53 0.128945 0.426434;	
87500;	0.171627;	61 0.127681 0.335702;	50 0.128124 0.316293;	52 0.128602 0.426434;	66 0.128702 0.207346;	
90000;	0.171627;	60 0.125396 0.402959;	51 0.126866 0.207346;	59 0.127681 0.207346;	45 0.128124 0.426434;	
92500;	0.171627;	54 0.114533 0.225626;	54 0.115832 0.224885;	67 0.119045 0.225501;	61 0.122131 0.236577;	
95000;	0.171627;	54 0.114533 0.225626;	54 0.115832 0.224885;	61 0.11805 0.207346;	53 0.119045 0.225501;	
97500;	0.171627;	62 0.112671 0.21687;	50 0.114533 0.225501;	54 0.115832 0.224885;	61 0.11805 0.207346;	
100000;	0.171627;	62 0.112671 0.21687;	64 0.114049 0.207346;	50 0.114533 0.225501;	54 0.115832 0.224885;	
102500;	0.171627;	56 0.112292 0.219054;	62 0.112671 0.21687;	64 0.114049 0.207346;	65 0.114507 0.224885;	
105000;	0.171627;	59 0.111703 0.239824;	64 0.111857 0.202556;	56 0.112292 0.219054;	62 0.112671 0.21687;	
107500;	0.171627;	60 0.108069 0.186476;	59 0.111703 0.239824;	58 0.111755 0.219054;	50 0.111788 0.224885;	
110000;	0.171627;	68 0.106886 0.191739;	52 0.108069 0.186476;	57 0.10926 0.219054;	51 0.111323 0.202556;	
112500;	0.171627;	68 0.106886 0.191739;	58 0.107157 0.224885;	52 0.108069 0.186476;	54 0.108305 0.224885;	
115000;	0.171627;	68 0.106886 0.191739;	61 0.107082 0.224885;	58 0.107157 0.224885;	60 0.1078 0.224885;	
117500;	0.171627;	56 0.103343 0.189571;	68 0.106886 0.191739;	72 0.106958 0.224885;	61 0.107082 0.224885;	
120000;	0.171627;	56 0.103343 0.189571;	67 0.105616 0.224885;	68 0.106886 0.191739;	52 0.106958 0.224885;	
122500;	0.171627;	56 0.103343 0.189571;	67 0.105616 0.224885;	66 0.105902 0.224885;	63 0.10594 0.224885;	
125000;	0.171627;	61 0.10246 0.191093;	56 0.103343 0.189571;	58 0.103575 0.224885;	56 0.105616 0.224885;	
127500;	0.171627;	57 0.10246 0.191093;	56 0.103343 0.189571;	58 0.103575 0.224885;	57 0.104977 0.224885;	
130000;	0.171627;	51 0.10246 0.191093;	56 0.103343 0.189571;	55 0.103575 0.224885;	57 0.104977 0.224885;	
132500;	0.171627;	51 0.10246 0.191093;	50 0.103343 0.224885;	49 0.103575 0.224885;	57 0.104977 0.224885;	
135000;	0.171627;	49 0.10246 0.191093;	64 0.102865 0.224885;	50 0.103343 0.224885;	63 0.10355 0.224885;	
137500;	0.171627;	64 0.101622 0.183897;	59 0.102418 0.224885;	49 0.10246 0.191093;	64 0.102865 0.224885;	
140000;	0.171627;	65 0.100344 0.185224;	64 0.101622 0.183897;	55 0.102077 0.224885;	59 0.102418 0.224885;	
142500;	0.171627;	60 0.100344 0.185224;	67 0.100491 0.224885;	61 0.100559 0.224885;	65 0.101457 0.224885;	
145000;	0.171627;	60 0.100344 0.185224;	67 0.100491 0.224885;	61 0.100559 0.224885;	56 0.100626 0.183897;	
147500;	0.171627;	63 0.0986451 0.188828;	62 0.099662 0.191093;	60 0.100344 0.185224;	67 0.100491 0.224885;	
150000;	0.171627;	63 0.0986451 0.188828;	62 0.099662 0.191093;	61 0.100034 0.224885;	65 0.10009 0.224885;	
152500;	0.171627;	63 0.0986451 0.188828;	63 0.09908 0.224885;	66 0.0996039 0.224885;	62 0.099662 0.191093;	
155000;	0.171627;	62 0.0961249 0.172889;	59 0.0984983 0.224885;	63 0.0986451 0.188828;	65 0.0986452 0.191093;	
157500;	0.171627;	67 0.0896427 0.19358;	58 0.0961249 0.172889;	66 0.0961249 0.188828;	64 0.0971095 0.224885;	
160000;	0.171627;	69 0.0858269 0.200987;	67 0.0896427 0.19358;	56 0.0906277 0.191093;	63 0.0909937 0.191093;	
162500;	0.171627;	69 0.0858269 0.200987;	67 0.0896427 0.19358;	56 0.0906277 0.191093;	57 0.0909937 0.224885;	
165000;	0.171627;	62 0.0835705 0.213483;	69 0.0858269 0.200987;	65 0.0873517 0.19358;	65 0.0876045 0.188828;	
167500;	0.171627;	62 0.0835705 0.213483;	69 0.0858269 0.200987;	64 0.0865435 0.191093;	57 0.0873517 0.188828;	
170000;	0.171627;	62 0.0835705 0.213483;	69 0.0858269 0.200987;	68 0.0858621 0.191093;	64 0.0865435 0.191093;	
172500;	0.171627;	62 0.0835705 0.213483;	65 0.0837797 0.191093;	63 0.0858269 0.188828;	68 0.0858621 0.191093;	
175000;	0.171627;	62 0.0835705 0.213483;	65 0.0837797 0.191093;	67 0.0840115 0.224885;	63 0.0858269 0.188828;	
177500;	0.171627;	63 0.0831284 0.205178;	64 0.0831363 0.188828;	62 0.0835705 0.213483;	65 0.0837797 0.191093;	
180000;	0.171627;	63 0.0831284 0.205178;	64 0.0831363 0.188828;	61 0.0833244 0.224885;	62 0.0835705 0.213483;	
182500;	0.171627;	61 0.0828759 0.211978;	63 0.0831284 0.205178;	64 0.0831363 0.188828;	63 0.0831627 0.213483;	
185000;	0.171627;	61 0.0828759 0.211978;	68 0.0828863 0.224885;	63 0.0831284 0.205178;	64 0.0831363 0.188828;	
187500;	0.171627;	59 0.0826567 0.212937;	61 0.0828759 0.211978;	60 0.0828863 0.188828;	63 0.0831284 0.205178;	
190000;	0.171627;	59 0.0826567 0.212937;	62 0.0826612 0.188828;	65 0.0826636 0.188828;	61 0.0827531 0.191093;	
192500;	0.171627;	64 0.0826523 0.21289;	58 0.0826567 0.188828;	62 0.0826612 0.188828;	65 0.0826636 0.188828;	
195000;	0.171627;	64 0.0826523 0.21289;	58 0.0826567 0.188828;	61 0.0826612 0.211978;	62 0.0826636 0.191093;	
197500;	0.171627;	59 0.0808855 0.228421;	63 0.0819211 0.211978;	64 0.0826523 0.21289;	58 0.0826567 0.188828;	
200000;	0.171627;	59 0.0808855 0.228421;	61 0.0808857 0.191093;	57 0.0811144 0.188828;	56 0.0811443 0.191093;	
202500;	0.171627;	65 0.0785076 0.217677;	65 0.0785114 0.205178;	63 0.0806805 0.188828;	59 0.0808855 0.228421;	
205000;	0.171627;	65 0.0778734 0.216852;	62 0.0782054 0.188828;	65 0.0785076 0.217677;	63 0.0785114 0.191093;	
207500;	0.171627;	68 0.0778713 0.21687;	65 0.0778734 0.216852;	70 0.0780315 0.191093;	62 0.0782054 0.188828;	
210000;	0.171627;	66 0.0778713 0.21687;	61 0.0778734 0.217677;	70 0.0780315 0.191093;	69 0.0780592 0.191093;	
212500;	0.171627;	66 0.0777807 0.216544;	66 0.0778713 0.21687;	61 0.0778734 0.217677;	65 0.0779667 0.188828;	
215000;	0.171627;	62 0.0777807 0.216544;	61 0.0778713 0.188828;	61 0.0778734 0.217677;	59 0.077936 0.188828;	
217500;	0.171627;	62 0.0777807 0.216544;	64 0.0777822 0.188828;	61 0.0778713 0.188828;	61 0.0778734 0.217677;	
220000;	0.171627;	60 0.0777807 0.216544;	62 0.0777822 0.217677;	61 0.0778713 0.188828;	61 0.0778734 0.217677;	
222500;	0.171627;	60 0.0777807 0.216544;	61 0.0777822 0.217677;	61 0.0778713 0.188828;	61 0.0778734 0.217677;	
225000;	0.171627;	59 0.0777807 0.216544;	61 0.0777822 0.217677;	61 0.0778713 0.188828;	58 0.0778734 0.217677;	
227500;	0.171627;	58 0.0777807 0.216544;	59 0.0777822 0.217677;	60 0.0778713 0.217677;	58 0.0778734 0.217677;	
230000;	0.171627;	58 0.0777807 0.216544;	59 0.0777822 0.217677;	62 0.0778497 0.217677;	58 0.0778713 0.217677;	
232500;	0.171627;	63 0.0773866 0.217302;	57 0.0777807 0.216544;	54 0.0777822 0.217677;	62 0.0778497 0.217677;	
235000;	0.171627;	63 0.0773866 0.217302;	61 0.0775093 0.217677;	63 0.0777422 0.217677;	57 0.0777807 0.216544;	
237500;	0.171627;	64 0.0773866 0.217302;	63 0.0773866 0.217302;	61 0.077387 0.217677;	69 0.0774246 0.217677;	
240000;	0.171627;	68 0.0773864 0.217301;	64 0.0773866 0.217302;	62 0.0773866 0.217677;	61 0.077387 0.217677;	
242500;	0.171627;	68 0.0773864 0.217301;	66 0.0773865 0.217677;	64 0.0773866 0.217302;	61 0.0773866 0.217677;	
245000;	0.171627;	67 0.0773864 0.217301;	66 0.0773865 0.217677;	64 0.0773866 0.217302;	61 0.0773866 0.217677;	
247500;	0.171627;	63 0.0760241 0.219033;	65 0.0765894 0.241076;	65 0.0773864 0.217677;	64 0.0773865 0.217677;	
250000;	0.171627;	63 0.0760241 0.219033;	66 0.0760349 0.217677;	66 0.0760369 0.217677;	62 0.0764797 0.217677;	
Best: Len=55; Trn=0.131915; Val=0.171627; Tst=0.162725;

2500;	0.207715;	15 0.20735 0.207715;	14 0.208992 0.210048;	16 0.211012 0.353939;	15 0.211076 0.353939;	
5000;	0.206976;	22 0.204526 0.206976;	17 0.205579 0.353939;	21 0.206227 0.353939;	15 0.20735 0.207715;	
7500;	0.205891;	20 0.203377 0.205891;	31 0.203585 0.206375;	22 0.204526 0.206976;	17 0.205579 0.353939;	
10000;	0.205891;	18 0.202621 0.206375;	35 0.203023 0.353939;	28 0.20304 0.205891;	32 0.203239 0.206976;	
12500;	0.199957;	42 0.198434 0.199957;	18 0.202621 0.206375;	35 0.203023 0.353939;	28 0.20304 0.205891;	
15000;	0.199957;	42 0.198434 0.199957;	28 0.202327 0.206976;	18 0.202621 0.206375;	35 0.203023 0.353939;	
17500;	0.17439;	35 0.180395 0.17439;	42 0.198434 0.199957;	35 0.199629 0.353939;	39 0.201294 0.210048;	
20000;	0.17439;	35 0.180395 0.17439;	42 0.198434 0.199957;	35 0.199629 0.353939;	36 0.200368 0.210048;	
22500;	0.17439;	48 0.176217 0.179398;	35 0.180395 0.17439;	36 0.183846 0.210048;	35 0.187053 0.199957;	
25000;	0.17439;	48 0.176217 0.179398;	41 0.17728 0.210048;	46 0.178801 0.206976;	48 0.180214 0.353939;	
27500;	0.170507;	48 0.166589 0.216604;	46 0.167979 0.182081;	46 0.17504 0.188902;	52 0.175363 0.176763;	
30000;	0.170507;	48 0.166589 0.216604;	46 0.167979 0.182081;	50 0.169315 0.179398;	42 0.173083 0.206375;	
32500;	0.170507;	48 0.166589 0.216604;	44 0.166843 0.176763;	46 0.167979 0.182081;	50 0.169315 0.179398;	
